City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Gwadar,PK,2021-09-10 03:54:47,25.1216,62.3254,80.49,86,100,2.8
282,Kibala,TD,2021-09-10 03:54:47,9.1104,18.3463,71.55,94,20,0.0
283,Boyle,US,2021-09-10 03:54:47,37.6334,-84.8666,62.55,94,1,0.0
284,Plast,RU,2021-09-10 03:54:48,54.3691,60.8136,53.6,71,68,15.93
285,Ordubad,AZ,2021-09-10 03:54:48,38.9059,46.0234,64.49,73,16,8.03
286,Bagan,RU,2021-09-10 03:54:48,54.1001,77.6646,58.64,51,85,12.66
287,Punta Arenas,CL,2021-09-10 03:49:41,-53.15,-70.9167,42.91,52,0,6.91
288,Sangmelima,CM,2021-09-10 03:54:48,2.9333,11.9833,67.48,99,95,2.42
289,Padang,ID,2021-09-10 03:50:53,-0.9492,100.3543,84.25,77,46,3.76
290,Saint-Georges,GD,2021-09-10 03:54:49,12.0564,-61.7485,82.08,83,20,16.11
